ID,Resistance(mO),Voltage,Temperature(?),DateTime,Resistance2,Voltage2,Temperature2,DateTime2
2548,5.63,3.279,0,07-12-2022 14:33,5.74,3.282,0,19-12-2022 13:55
2549,5.73,3.282,0,07-12-2022 14:33,5.67,3.278,0,19-12-2022 13:55
2550,5.85,3.282,0,07-12-2022 14:34,5.72,3.281,0,19-12-2022 13:55
2551,5.74,3.281,0,07-12-2022 14:34,5.9,3.281,0,19-12-2022 13:55
2552,5.64,3.281,0,07-12-2022 14:34,5.77,3.281,0,19-12-2022 13:56
2553,5.86,3.282,0,07-12-2022 14:34,5.74,3.28,0,19-12-2022 13:56
2554,5.75,3.281,0,07-12-2022 14:34,5.93,3.281,0,19-12-2022 13:56
2555,5.74,3.277,0,07-12-2022 14:34,5.73,3.28,0,19-12-2022 13:56
2556,5.86,3.281,0,07-12-2022 14:34,5.77,3.28,0,19-12-2022 13:56
2557,5.89,3.281,0,07-12-2022 14:34,5.88,3.28,0,19-12-2022 13:57
2558,5.85,3.281,0,07-12-2022 14:35,5.99,3.28,0,19-12-2022 13:57
2559,5.9,3.283,0,07-12-2022 14:35,5.85,3.28,0,19-12-2022 13:57
2560,5.73,3.282,0,07-12-2022 14:35,5.91,3.282,0,19-12-2022 13:57
2561,5.68,3.28,0,07-12-2022 14:35,5.76,3.282,0,19-12-2022 13:57
2562,5.74,3.275,0,07-12-2022 14:35,5.74,3.28,0,19-12-2022 13:58
2563,5.81,3.281,0,07-12-2022 14:35,5.76,3.28,0,19-12-2022 13:58
2564,5.74,3.278,0,07-12-2022 14:36,5.86,3.28,0,19-12-2022 13:58
2565,5.75,3.282,0,07-12-2022 14:36,5.8,3.278,0,19-12-2022 13:58
2566,5.81,3.28,0,07-12-2022 14:36,5.78,3.282,0,19-12-2022 13:58
2567,5.79,3.267,0,07-12-2022 14:36,5.83,3.265,0,19-12-2022 13:58
2568,5.66,3.278,0,07-12-2022 14:36,5.77,3.276,0,19-12-2022 13:59
2569,5.71,3.281,0,07-12-2022 14:36,5.71,3.277,0,19-12-2022 13:59
2570,5.69,3.282,0,07-12-2022 14:36,5.73,3.28,0,19-12-2022 13:59
2571,5.78,3.281,0,07-12-2022 14:37,5.72,3.281,0,19-12-2022 13:59
2572,5.89,3.282,0,07-12-2022 14:37,5.87,3.28,0,19-12-2022 13:59
2573,5.86,3.282,0,07-12-2022 14:37,5.93,3.281,0,19-12-2022 13:59
2574,5.86,3.28,0,07-12-2022 14:37,5.88,3.281,0,19-12-2022 13:59
2575,5.61,3.267,0,07-12-2022 14:37,5.6,3.265,0,19-12-2022 14:00
2576,5.71,3.273,0,07-12-2022 14:37,5.66,3.27,0,19-12-2022 14:00
2577,5.76,3.27,0,07-12-2022 14:37,5.79,3.272,0,19-12-2022 14:00
2578,5.69,3.281,0,07-12-2022 14:37,5.77,3.28,0,19-12-2022 14:00
2579,5.69,3.28,0,07-12-2022 14:38,5.71,3.28,0,19-12-2022 14:00
2580,5.8,3.281,0,07-12-2022 14:38,5.7,3.28,0,19-12-2022 14:00
2581,5.97,3.283,0,07-12-2022 14:38,5.84,3.28,0,19-12-2022 14:01
2582,5.77,3.28,0,07-12-2022 14:38,5.75,3.282,0,19-12-2022 14:01
2583,5.84,3.275,0,07-12-2022 14:38,5.78,3.272,0,19-12-2022 14:01
2584,5.67,3.279,0,07-12-2022 14:38,5.6,3.279,0,19-12-2022 14:01
2585,5.8,3.282,0,07-12-2022 14:39,5.66,3.279,0,19-12-2022 14:01
2586,5.96,3.282,0,07-12-2022 14:39,5.82,3.281,0,19-12-2022 14:01
2587,5.8,3.278,0,07-12-2022 14:39,5.97,3.281,0,19-12-2022 14:02
2588,5.79,3.265,0,07-12-2022 14:39,5.84,3.267,0,19-12-2022 14:03
2589,5.85,3.282,0,07-12-2022 14:39,5.72,3.28,0,19-12-2022 14:03
2590,5.66,3.282,0,07-12-2022 14:39,5.85,3.281,0,19-12-2022 14:03
2591,5.74,3.282,0,07-12-2022 14:39,5.74,3.282,0,19-12-2022 14:04
2592,5.79,3.28,0,07-12-2022 14:40,5.83,3.282,0,19-12-2022 14:05
2593,5.69,3.282,0,07-12-2022 14:40,5.8,3.28,0,19-12-2022 14:05
2594,5.82,3.28,0,07-12-2022 14:40,5.71,3.282,0,19-12-2022 14:05
2595,5.8,3.27,0,07-12-2022 14:40,5.87,3.272,0,19-12-2022 14:05
2596,5.89,3.282,0,07-12-2022 14:40,6.09,3.279,0,19-12-2022 14:05
2597,5.94,3.283,0,07-12-2022 14:40,5.9,3.281,0,19-12-2022 14:05
2598,5.8,3.281,0,07-12-2022 14:40,5.92,3.283,0,19-12-2022 14:05
2599,5.79,3.278,0,07-12-2022 14:41,5.88,3.28,0,19-12-2022 14:06
2600,5.72,3.275,0,07-12-2022 14:41,5.79,3.277,0,19-12-2022 14:06
2601,5.79,3.27,0,07-12-2022 14:46,5.74,3.273,0,19-12-2022 14:06
2602,5.74,3.281,0,07-12-2022 14:47,5.83,3.281,0,19-12-2022 14:11
2603,5.71,3.282,0,07-12-2022 14:47,5.68,3.278,0,19-12-2022 14:11
2604,5.76,3.258,0,07-12-2022 14:47,5.58,3.26,0,19-12-2022 14:11
2605,5.7,3.28,0,07-12-2022 14:47,5.74,3.281,0,19-12-2022 14:11
2606,5.8,3.281,0,07-12-2022 14:47,5.89,3.28,0,19-12-2022 14:11
2607,5.8,3.28,0,07-12-2022 14:47,5.77,3.279,0,19-12-2022 14:11
2608,5.71,3.281,0,07-12-2022 14:47,5.8,3.282,0,19-12-2022 14:12
2609,5.77,3.281,0,07-12-2022 14:48,5.67,3.279,0,19-12-2022 14:12
2610,5.82,3.276,0,07-12-2022 14:48,5.83,3.275,0,19-12-2022 14:12
2611,5.92,3.269,0,07-12-2022 14:48,5.87,3.268,0,19-12-2022 14:12
2612,5.8,3.281,0,07-12-2022 14:48,5.84,3.281,0,19-12-2022 14:12
2613,5.74,3.281,0,07-12-2022 14:48,5.85,3.28,0,19-12-2022 14:12
2614,5.78,3.281,0,07-12-2022 14:48,5.86,3.28,0,19-12-2022 14:12
2615,5.86,3.278,0,07-12-2022 14:48,5.67,3.278,0,19-12-2022 14:13
2616,5.75,3.278,0,07-12-2022 14:49,5.74,3.281,0,19-12-2022 14:13
2617,5.63,3.279,0,07-12-2022 14:49,5.71,3.279,0,19-12-2022 14:13
2618,5.75,3.283,0,07-12-2022 14:49,5.75,3.28,0,19-12-2022 14:13
2619,5.8,3.281,0,07-12-2022 14:49,5.84,3.281,0,19-12-2022 14:13
2620,5.94,3.279,0,07-12-2022 14:49,5.77,3.282,0,19-12-2022 14:13
2621,5.78,3.28,0,07-12-2022 14:49,5.73,3.28,0,19-12-2022 14:13
2622,5.65,3.281,0,07-12-2022 14:49,5.67,3.281,0,19-12-2022 14:14
2623,5.76,3.282,0,07-12-2022 14:50,5.8,3.279,0,19-12-2022 14:14
2624,5.79,3.276,0,07-12-2022 14:50,5.84,3.277,0,19-12-2022 14:14
2625,5.91,3.273,0,07-12-2022 14:50,5.76,3.272,0,19-12-2022 14:14
2626,5.74,3.256,0,07-12-2022 14:50,5.76,3.26,0,19-12-2022 14:14
2627,5.75,3.281,0,07-12-2022 14:50,5.64,3.281,0,19-12-2022 14:15
2628,5.8,3.28,0,07-12-2022 14:50,5.7,3.28,0,19-12-2022 14:15
2629,5.87,3.28,0,07-12-2022 14:50,5.81,3.28,0,19-12-2022 14:15
2630,5.69,3.265,0,07-12-2022 14:50,5.69,3.264,0,19-12-2022 14:15
2631,5.67,3.282,0,07-12-2022 14:51,5.81,3.28,0,19-12-2022 14:15
2632,5.7,3.28,0,07-12-2022 14:51,5.68,3.282,0,19-12-2022 14:15
2633,5.79,3.28,0,07-12-2022 14:51,5.67,3.281,0,19-12-2022 14:16
2634,5.72,3.282,0,07-12-2022 14:51,5.7,3.281,0,19-12-2022 14:16
2635,5.75,3.28,0,07-12-2022 14:51,5.87,3.279,0,19-12-2022 14:16
2636,5.83,3.283,0,07-12-2022 14:51,5.86,3.278,0,19-12-2022 14:16
2637,5.79,3.278,0,07-12-2022 14:51,5.71,3.281,0,19-12-2022 14:16
2638,5.89,3.282,0,07-12-2022 14:51,5.77,3.28,0,19-12-2022 14:16
2639,5.79,3.276,0,07-12-2022 14:52,5.66,3.274,0,19-12-2022 14:16
2640,5.87,3.281,0,07-12-2022 14:52,5.74,3.282,0,19-12-2022 14:17
2641,5.78,3.279,0,07-12-2022 14:52,5.64,3.281,0,19-12-2022 14:17
2642,5.7,3.281,0,07-12-2022 14:52,5.71,3.28,0,19-12-2022 14:17
2643,5.69,3.265,0,07-12-2022 14:52,5.8,3.267,0,19-12-2022 14:17
2644,5.8,3.282,0,07-12-2022 14:52,5.83,3.28,0,19-12-2022 14:17
2645,5.6,3.278,0,07-12-2022 14:53,5.65,3.28,0,19-12-2022 14:18
2646,5.87,3.27,0,07-12-2022 14:53,5.84,3.272,0,19-12-2022 14:18
2647,5.76,3.282,0,07-12-2022 14:53,5.8,3.278,0,19-12-2022 14:18
2648,5.89,3.283,0,07-12-2022 14:53,5.83,3.278,0,19-12-2022 14:18
2649,5.96,3.281,0,07-12-2022 14:53,5.81,3.279,0,19-12-2022 14:18
2650,5.79,3.282,0,07-12-2022 14:53,5.8,3.28,0,19-12-2022 14:18
2651,5.78,3.283,0,07-12-2022 14:53,5.83,3.282,0,19-12-2022 14:18
2652,5.62,3.268,0,07-12-2022 14:53,5.7,3.265,0,19-12-2022 14:19
2653,5.74,3.277,0,07-12-2022 14:54,5.82,3.28,0,19-12-2022 14:19
2654,5.83,3.283,0,07-12-2022 14:54,5.84,3.28,0,19-12-2022 14:19
2655,5.77,3.28,0,07-12-2022 14:54,5.72,3.28,0,19-12-2022 14:19
2656,5.83,3.28,0,07-12-2022 14:54,5.8,3.277,0,19-12-2022 14:19
2657,5.73,3.276,0,07-12-2022 14:54,5.91,3.278,0,19-12-2022 14:19
2658,5.83,3.281,0,07-12-2022 14:54,5.89,3.28,0,19-12-2022 14:19
2659,5.74,3.281,0,07-12-2022 14:54,5.72,3.28,0,19-12-2022 14:19
2660,5.8,3.28,0,07-12-2022 14:55,5.79,3.28,0,19-12-2022 14:20
2661,5.9,3.279,0,07-12-2022 14:55,5.83,3.282,0,19-12-2022 14:20
2662,5.72,3.281,0,07-12-2022 14:55,5.79,3.282,0,19-12-2022 14:21
2663,5.86,3.279,0,07-12-2022 14:55,5.87,3.279,0,19-12-2022 14:21
2664,5.75,3.281,0,07-12-2022 14:55,5.76,3.282,0,19-12-2022 14:21
2665,5.72,3.281,0,07-12-2022 14:55,5.84,3.28,0,19-12-2022 14:21
2666,5.77,3.28,0,07-12-2022 14:56,5.69,3.281,0,19-12-2022 14:21
2667,5.75,3.283,0,07-12-2022 14:56,5.8,3.28,0,19-12-2022 14:22
2668,5.66,3.276,0,07-12-2022 14:56,5.67,3.278,0,19-12-2022 14:22
2669,5.73,3.281,0,07-12-2022 14:56,5.69,3.28,0,19-12-2022 14:22
2670,5.78,3.28,0,07-12-2022 14:56,5.73,3.282,0,19-12-2022 14:22
2671,5.69,3.274,0,07-12-2022 14:56,5.73,3.272,0,19-12-2022 14:22
2672,5.68,3.281,0,07-12-2022 14:56,5.63,3.281,0,19-12-2022 14:22
2673,5.85,3.278,0,07-12-2022 14:56,5.79,3.28,0,19-12-2022 14:23
2674,5.83,3.282,0,07-12-2022 14:57,5.77,3.282,0,19-12-2022 14:23
2675,5.88,3.28,0,07-12-2022 14:57,5.76,3.28,0,19-12-2022 14:23
2676,5.6,3.279,0,07-12-2022 14:57,5.67,3.281,0,19-12-2022 14:23
2677,5.77,3.278,0,07-12-2022 14:57,5.75,3.277,0,19-12-2022 14:23
2678,5.7,3.278,0,07-12-2022 14:57,5.79,3.282,0,19-12-2022 14:23
2679,5.82,3.282,0,07-12-2022 14:57,6,3.28,0,19-12-2022 14:23
2680,5.72,3.279,0,07-12-2022 14:57,5.67,3.281,0,19-12-2022 14:24
2681,5.82,3.26,0,07-12-2022 14:58,5.76,3.261,0,19-12-2022 14:24
2682,5.49,3.261,0,07-12-2022 14:58,5.42,3.26,0,19-12-2022 16:46
2683,5.72,3.276,0,07-12-2022 14:58,5.57,3.275,0,19-12-2022 16:47
2684,5.78,3.282,0,07-12-2022 14:58,5.77,3.28,0,19-12-2022 16:47
2685,5.8,3.28,0,07-12-2022 14:58,5.7,3.281,0,19-12-2022 16:47
2686,5.86,3.282,0,07-12-2022 14:58,5.82,3.28,0,19-12-2022 16:48
2687,5.87,3.282,0,07-12-2022 14:59,5.91,3.282,0,19-12-2022 16:48
2688,5.74,3.281,0,07-12-2022 14:59,5.94,3.281,0,19-12-2022 16:48
2689,5.69,3.282,0,07-12-2022 14:59,5.79,3.28,0,19-12-2022 16:48
2690,5.73,3.282,0,07-12-2022 14:59,5.76,3.281,0,19-12-2022 16:48
2691,5.87,3.28,0,07-12-2022 14:59,5.76,3.282,0,19-12-2022 16:48
2692,5.83,3.282,0,07-12-2022 14:59,5.84,3.28,0,19-12-2022 16:49
2693,5.81,3.277,0,07-12-2022 14:59,5.84,3.281,0,19-12-2022 16:49
2694,5.74,3.268,0,07-12-2022 14:59,5.8,3.27,0,19-12-2022 16:49
2695,5.73,3.272,0,07-12-2022 15:00,5.8,3.27,0,19-12-2022 16:49
2696,5.75,3.27,0,07-12-2022 15:00,5.79,3.27,0,19-12-2022 16:49
2697,5.77,3.284,0,07-12-2022 15:00,5.8,3.28,0,19-12-2022 16:49
2698,5.73,3.281,0,07-12-2022 15:00,5.89,3.283,0,19-12-2022 16:50
2699,5.73,3.282,0,07-12-2022 15:00,5.82,3.281,0,19-12-2022 16:50
2700,5.67,3.281,0,07-12-2022 15:00,5.73,3.282,0,19-12-2022 16:50
2701,5.74,3.281,0,07-12-2022 15:01,5.68,3.28,0,19-12-2022 16:50
2702,5.69,3.278,0,07-12-2022 15:01,5.62,3.282,0,19-12-2022 16:52
2703,5.61,3.281,0,07-12-2022 15:01,5.69,3.278,0,19-12-2022 16:52
2704,5.79,3.282,0,07-12-2022 15:01,5.79,3.28,0,19-12-2022 16:52
2705,5.83,3.28,0,07-12-2022 15:02,5.74,3.278,0,19-12-2022 16:52
2706,5.76,3.28,0,07-12-2022 15:02,5.82,3.279,0,19-12-2022 16:52
2707,5.82,3.282,0,07-12-2022 15:02,5.7,3.282,0,19-12-2022 16:52
2708,5.64,3.28,0,07-12-2022 15:02,5.79,3.279,0,19-12-2022 16:53
2709,5.84,3.282,0,07-12-2022 15:02,5.76,3.277,0,19-12-2022 16:53
2710,5.87,3.281,0,07-12-2022 15:02,5.74,3.281,0,19-12-2022 16:53
2711,5.88,3.281,0,07-12-2022 15:02,5.87,3.278,0,19-12-2022 16:53
2712,5.78,3.272,0,07-12-2022 15:02,5.83,3.27,0,19-12-2022 16:53
2713,5.87,3.277,0,07-12-2022 15:03,5.84,3.275,0,19-12-2022 16:53
2714,5.72,3.279,0,07-12-2022 15:03,5.8,3.281,0,19-12-2022 16:53
2715,5.69,3.282,0,07-12-2022 15:03,5.84,3.281,0,19-12-2022 16:54
2716,5.74,3.279,0,07-12-2022 15:03,5.72,3.282,0,19-12-2022 16:54
2717,5.68,3.277,0,07-12-2022 15:03,5.63,3.28,0,19-12-2022 16:54
2718,5.8,3.281,0,07-12-2022 15:03,5.88,3.279,0,19-12-2022 16:54
2719,5.82,3.282,0,07-12-2022 15:03,5.89,3.279,0,19-12-2022 16:54
2720,5.71,3.28,0,07-12-2022 15:03,5.77,3.279,0,19-12-2022 16:54
2721,5.66,3.281,0,07-12-2022 15:04,5.76,3.28,0,19-12-2022 16:54
2722,5.77,3.28,0,07-12-2022 15:04,5.78,3.282,0,19-12-2022 16:55
2723,5.84,3.277,0,07-12-2022 15:04,5.78,3.28,0,19-12-2022 16:55
2724,5.76,3.28,0,07-12-2022 15:04,5.71,3.276,0,19-12-2022 16:55
2725,5.72,3.28,0,07-12-2022 15:04,5.65,3.28,0,19-12-2022 16:55
2726,5.6,3.281,0,07-12-2022 15:04,5.7,3.279,0,19-12-2022 16:55
2727,5.73,3.281,0,07-12-2022 15:05,5.77,3.281,0,19-12-2022 16:56
2728,5.87,3.28,0,07-12-2022 15:05,5.99,3.281,0,19-12-2022 16:56
2729,5.69,3.28,0,07-12-2022 15:05,5.87,3.281,0,19-12-2022 16:56
2730,5.73,3.28,0,07-12-2022 15:05,5.79,3.278,0,19-12-2022 16:56
2731,5.7,3.282,0,07-12-2022 15:05,5.84,3.281,0,19-12-2022 16:56
2732,5.68,3.281,0,07-12-2022 15:05,5.75,3.282,0,19-12-2022 16:56
2733,5.96,3.281,0,07-12-2022 15:05,5.8,3.281,0,19-12-2022 16:57
2734,5.85,3.279,0,07-12-2022 15:05,5.72,3.281,0,19-12-2022 16:57
2735,5.8,3.278,0,07-12-2022 15:06,5.72,3.279,0,19-12-2022 16:57
2736,5.68,3.281,0,07-12-2022 15:06,5.65,3.28,0,19-12-2022 16:57
2737,5.73,3.281,0,07-12-2022 15:06,5.76,3.282,0,19-12-2022 16:57
2738,5.65,3.275,0,07-12-2022 15:06,5.81,3.28,0,19-12-2022 16:57
2739,5.74,3.283,0,07-12-2022 15:06,5.72,3.281,0,19-12-2022 16:58
2740,5.64,3.282,0,07-12-2022 15:06,5.82,3.281,0,19-12-2022 16:58
2741,5.72,3.269,0,07-12-2022 15:07,5.75,3.27,0,19-12-2022 16:58
2742,5.75,3.269,0,07-12-2022 15:07,5.91,3.27,0,19-12-2022 16:58
2743,5.76,3.281,0,07-12-2022 15:07,5.75,3.281,0,19-12-2022 16:58
2744,5.61,3.281,0,07-12-2022 15:07,5.6,3.28,0,19-12-2022 16:58
2745,5.79,3.274,0,07-12-2022 15:07,5.78,3.275,0,19-12-2022 16:58
2746,5.77,3.279,0,07-12-2022 15:08,5.81,3.282,0,19-12-2022 16:59
2747,5.77,3.279,0,07-12-2022 15:08,5.95,3.281,0,19-12-2022 16:59
2748,5.74,3.28,0,07-12-2022 15:08,5.81,3.281,0,19-12-2022 16:59
2749,5.75,3.28,0,07-12-2022 15:08,5.71,3.28,0,19-12-2022 16:59
2750,5.74,3.283,0,07-12-2022 15:08,5.87,3.279,0,19-12-2022 16:59
2751,5.68,3.281,0,07-12-2022 15:08,5.87,3.277,0,19-12-2022 16:59
2752,5.78,3.28,0,07-12-2022 15:08,5.97,3.281,0,19-12-2022 17:00
2753,5.78,3.276,0,07-12-2022 15:09,5.68,3.274,0,19-12-2022 17:00
2754,5.63,3.271,0,07-12-2022 15:09,5.69,3.275,0,19-12-2022 17:00
2755,6.1,3.278,0,07-12-2022 15:09,5.92,3.281,0,19-12-2022 17:00
2756,5.8,3.279,0,07-12-2022 15:09,5.85,3.28,0,19-12-2022 17:00
2757,5.86,3.277,0,07-12-2022 15:09,5.81,3.277,0,19-12-2022 17:00
2758,5.93,3.281,0,07-12-2022 15:09,5.93,3.281,0,19-12-2022 17:00
2759,5.7,3.28,0,07-12-2022 15:09,5.81,3.282,0,19-12-2022 17:01
2760,5.77,3.283,0,07-12-2022 15:10,5.67,3.281,0,19-12-2022 17:01
2761,5.68,3.283,0,07-12-2022 15:10,5.85,3.281,0,19-12-2022 17:01
2762,5.86,3.28,0,07-12-2022 15:10,5.84,3.28,0,19-12-2022 17:04
2763,5.81,3.283,0,07-12-2022 15:11,5.78,3.28,0,19-12-2022 17:04
2764,5.79,3.275,0,07-12-2022 15:11,5.68,3.273,0,19-12-2022 17:04
2765,5.63,3.282,0,07-12-2022 15:11,5.8,3.279,0,19-12-2022 17:04
2766,5.8,3.286,0,07-12-2022 15:11,5.78,3.282,0,19-12-2022 17:04
2767,5.67,3.279,0,07-12-2022 15:11,5.65,3.278,0,19-12-2022 17:05
2768,5.79,3.277,0,07-12-2022 15:11,5.86,3.282,0,19-12-2022 17:05
2769,5.74,3.283,0,07-12-2022 15:11,5.69,3.28,0,19-12-2022 17:05
2770,5.76,3.28,0,07-12-2022 15:11,5.71,3.28,0,19-12-2022 17:05
2771,5.69,3.281,0,07-12-2022 15:12,5.79,3.28,0,19-12-2022 17:05
2772,5.73,3.281,0,07-12-2022 15:12,5.78,3.279,0,19-12-2022 17:05
2773,5.77,3.282,0,07-12-2022 15:12,5.84,3.281,0,19-12-2022 17:05
2774,5.71,3.28,0,07-12-2022 15:12,5.76,3.281,0,19-12-2022 17:05
2775,5.62,3.281,0,07-12-2022 15:12,5.6,3.28,0,19-12-2022 17:06
2776,5.67,3.278,0,07-12-2022 15:12,5.71,3.281,0,19-12-2022 17:06
2777,5.73,3.283,0,07-12-2022 15:12,5.79,3.281,0,19-12-2022 17:06
2778,5.97,3.275,0,07-12-2022 15:13,5.79,3.276,0,19-12-2022 17:06
2779,5.68,3.281,0,07-12-2022 15:13,5.65,3.281,0,19-12-2022 17:06
2780,5.72,3.267,0,07-12-2022 15:13,5.79,3.265,0,19-12-2022 17:06
2781,5.67,3.277,0,07-12-2022 15:13,5.71,3.281,0,19-12-2022 17:07
2782,5.75,3.282,0,07-12-2022 15:13,5.65,3.277,0,19-12-2022 17:07
2783,5.73,3.281,0,07-12-2022 15:14,5.74,3.281,0,19-12-2022 17:07
2784,5.7,3.282,0,07-12-2022 15:14,5.72,3.281,0,19-12-2022 17:07
2785,5.65,3.28,0,07-12-2022 15:14,5.67,3.282,0,19-12-2022 17:08
2786,5.77,3.281,0,07-12-2022 15:14,5.67,3.279,0,19-12-2022 17:08
2787,5.75,3.281,0,07-12-2022 15:18,5.86,3.282,0,19-12-2022 17:08
2788,5.76,3.282,0,07-12-2022 15:18,5.75,3.281,0,19-12-2022 17:08
2789,5.72,3.281,0,07-12-2022 15:18,5.79,3.282,0,19-12-2022 17:08
2790,5.75,3.28,0,07-12-2022 15:18,5.76,3.281,0,19-12-2022 17:08
2791,5.72,3.28,0,07-12-2022 15:18,5.73,3.28,0,19-12-2022 17:08
2792,5.71,3.282,0,07-12-2022 15:18,5.7,3.28,0,19-12-2022 17:09
2793,5.83,3.28,0,07-12-2022 15:18,5.76,3.281,0,19-12-2022 17:09
2794,5.84,3.281,0,07-12-2022 15:18,5.81,3.28,0,19-12-2022 17:09
2795,6.03,3.277,0,07-12-2022 15:19,5.88,3.281,0,19-12-2022 17:09
2796,5.85,3.281,0,07-12-2022 15:19,6.02,3.28,0,19-12-2022 17:09
2797,5.77,3.279,0,07-12-2022 15:19,5.93,3.281,0,19-12-2022 17:09
2798,5.76,3.282,0,07-12-2022 15:19,5.79,3.278,0,19-12-2022 17:10
2799,5.6,3.279,0,07-12-2022 15:19,5.7,3.282,0,19-12-2022 17:10
2800,5.8,3.282,0,07-12-2022 15:19,5.7,3.279,0,19-12-2022 17:10
2801,5.88,3.282,0,07-12-2022 15:28,5.87,3.281,0,19-12-2022 17:10
2802,5.67,3.279,0,07-12-2022 15:28,5.84,3.28,0,19-12-2022 12:14
2803,5.78,3.277,0,07-12-2022 15:29,5.98,3.281,0,19-12-2022 12:14
2804,6.16,3.278,0,07-12-2022 15:29,6.07,3.277,0,19-12-2022 12:14
2805,5.84,3.28,0,07-12-2022 15:29,5.82,3.281,0,19-12-2022 12:15
2806,5.7,3.282,0,07-12-2022 15:29,5.72,3.279,0,19-12-2022 12:15
2807,5.64,3.28,0,07-12-2022 15:29,5.66,3.277,0,19-12-2022 12:15
2808,5.79,3.278,0,07-12-2022 15:29,5.87,3.279,0,19-12-2022 12:15
2809,5.73,3.281,0,07-12-2022 15:29,5.88,3.28,0,19-12-2022 12:15
2810,5.74,3.279,0,07-12-2022 15:29,5.85,3.279,0,19-12-2022 12:15
2811,5.85,3.271,0,07-12-2022 15:30,5.84,3.275,0,19-12-2022 12:16
2812,5.7,3.276,0,07-12-2022 15:30,5.75,3.279,0,19-12-2022 12:16
2813,5.72,3.281,0,07-12-2022 15:30,5.91,3.278,0,19-12-2022 12:16
2814,5.77,3.281,0,07-12-2022 15:30,5.84,3.279,0,19-12-2022 12:16
2815,5.78,3.282,0,07-12-2022 15:30,5.75,3.278,0,19-12-2022 12:16
2816,5.66,3.28,0,07-12-2022 15:30,5.68,3.277,0,19-12-2022 12:16
2817,5.89,3.279,0,07-12-2022 15:30,5.88,3.275,0,19-12-2022 12:16
2818,5.89,3.28,0,07-12-2022 15:31,5.9,3.279,0,19-12-2022 12:17
2819,5.75,3.279,0,07-12-2022 15:31,5.72,3.28,0,19-12-2022 12:17
2820,5.78,3.277,0,07-12-2022 15:31,5.71,3.28,0,19-12-2022 12:17
2821,5.8,3.282,0,07-12-2022 15:31,5.89,3.278,0,19-12-2022 12:17
2822,5.78,3.281,0,07-12-2022 15:31,5.83,3.277,0,19-12-2022 12:18
2823,5.7,3.273,0,07-12-2022 15:31,5.78,3.277,0,19-12-2022 12:18
2824,5.67,3.281,0,07-12-2022 15:32,5.7,3.279,0,19-12-2022 12:18
2825,5.89,3.28,0,07-12-2022 15:32,5.88,3.275,0,19-12-2022 12:18
2826,5.77,3.281,0,07-12-2022 15:33,5.83,3.28,0,19-12-2022 12:19
2827,5.91,3.281,0,07-12-2022 15:33,5.86,3.277,0,19-12-2022 12:19
2828,5.77,3.282,0,07-12-2022 15:33,5.84,3.281,0,19-12-2022 12:19
2829,5.77,3.278,0,07-12-2022 15:33,5.82,3.279,0,19-12-2022 12:19
2830,5.79,3.262,0,07-12-2022 15:33,5.91,3.264,0,19-12-2022 12:19
2831,5.7,3.275,0,07-12-2022 15:33,5.89,3.279,0,19-12-2022 12:19
2832,5.69,3.281,0,07-12-2022 15:33,5.78,3.28,0,19-12-2022 12:20
2833,5.65,3.281,0,07-12-2022 15:34,5.74,3.28,0,19-12-2022 12:20
2834,5.65,3.28,0,07-12-2022 15:34,5.84,3.279,0,19-12-2022 12:20
2835,5.66,3.28,0,07-12-2022 15:34,5.65,3.279,0,19-12-2022 12:20
2836,5.7,3.282,0,07-12-2022 15:34,5.88,3.28,0,19-12-2022 12:20
2837,5.77,3.281,0,07-12-2022 15:34,5.77,3.279,0,19-12-2022 12:20
2838,5.68,3.281,0,07-12-2022 15:34,5.84,3.282,0,19-12-2022 12:21
2839,5.71,3.272,0,07-12-2022 15:34,5.85,3.275,0,19-12-2022 12:21
2840,5.69,3.28,0,07-12-2022 15:34,5.84,3.281,0,19-12-2022 12:21
2841,5.87,3.28,0,07-12-2022 15:35,5.84,3.28,0,19-12-2022 12:21
2842,5.95,3.282,0,07-12-2022 15:35,5.88,3.282,0,19-12-2022 12:21
2843,5.75,3.275,0,07-12-2022 15:35,5.82,3.278,0,19-12-2022 12:21
2844,5.8,3.281,0,07-12-2022 15:35,5.7,3.277,0,19-12-2022 12:22
2845,5.82,3.283,0,07-12-2022 15:35,5.8,3.28,0,19-12-2022 12:22
2846,5.94,3.281,0,07-12-2022 15:35,5.76,3.28,0,19-12-2022 12:22
2847,5.78,3.281,0,07-12-2022 15:35,5.85,3.28,0,19-12-2022 12:22
2848,5.73,3.281,0,07-12-2022 15:36,5.9,3.281,0,19-12-2022 12:22
2849,5.82,3.28,0,07-12-2022 15:36,5.84,3.279,0,19-12-2022 12:22
2850,5.81,3.278,0,07-12-2022 15:36,5.82,3.281,0,19-12-2022 12:22
2851,5.85,3.281,0,07-12-2022 15:36,5.79,3.282,0,19-12-2022 12:22
2852,5.64,3.275,0,07-12-2022 15:36,5.69,3.271,0,19-12-2022 12:23
2853,5.68,3.28,0,07-12-2022 15:36,5.84,3.276,0,19-12-2022 12:23
2854,5.81,3.281,0,07-12-2022 15:36,5.91,3.279,0,19-12-2022 12:23
2855,5.74,3.288,0,07-12-2022 15:37,5.89,3.286,0,19-12-2022 12:23
2856,5.76,3.277,0,07-12-2022 15:37,5.79,3.282,0,19-12-2022 12:23
2857,5.82,3.278,0,07-12-2022 15:37,5.77,3.279,0,19-12-2022 12:23
